run,initial_hit_time,probe_after_evict_time
3985,54,988
3986,52,978
3987,52,990
3988,52,992
3989,54,842
3990,54,908
3991,54,1402
3992,54,904
3993,50,982
3994,52,982
3995,50,982
3996,56,1174
3997,52,808
3998,52,914
3999,54,902
4000,52,904
4001,50,898
4002,50,916
4003,54,1070
4004,50,922
4005,52,902
4006,50,922
4007,52,900
4008,56,986
4009,54,968
4010,54,914
4011,50,738
4012,56,736
4013,54,746
4014,50,814
4015,56,1432
4016,52,816
4017,54,990
4018,54,834
4019,56,902
4020,52,982
4021,56,900
4022,54,976
4023,54,982
4024,52,972
4025,56,898
4026,54,920
4027,54,964
4028,52,968
4029,54,972
4030,54,970
4031,54,978
4032,50,978
4033,52,1062
4034,50,910
4035,52,836
4036,50,1560
4037,52,1490
4038,54,908
4039,52,902
4040,52,968
4041,54,900
4042,50,1052
4043,52,830
4044,52,972
4045,56,980
4046,52,816
4047,52,826
4048,54,972
4049,56,980
4050,50,980
4051,52,832
4052,52,896
4053,52,1352
4054,50,1524
4055,54,1470
4056,54,1030
4057,56,996
4058,56,894
4059,50,984
4060,52,906
4061,48,918
4062,52,978
4063,54,840
4064,52,904
4065,52,876
4066,52,880
4067,54,914
4068,52,896
4069,50,904
4070,56,890
4071,54,958
4072,56,902
4073,50,986
4074,52,1002
4075,52,970
4076,54,892
4077,52,912
4078,52,898
4079,54,972
4080,50,978
4081,52,978
4082,54,914
4083,50,916
4084,54,842
4085,56,908
4086,50,968
4087,54,814
4088,56,978
4089,52,900
4090,52,972
4091,56,912
4092,52,822
4093,50,900
4094,52,808
4095,52,984
4096,54,1130
4097,50,884
4098,56,984
4099,52,916
4100,56,896
4101,52,968
4102,50,896
4103,52,808
4104,52,808
4105,50,1072
4106,52,936
4107,52,974
4108,52,1012
4109,52,982
4110,54,914
4111,54,896
4112,52,914
4113,54,974
4114,54,1100
4115,54,984
4116,56,966
4117,50,912
4118,54,946
4119,52,1066
4120,54,908
4121,52,974
4122,52,826
4123,54,886
4124,52,912
4125,52,960
4126,50,834
4127,50,902
4128,52,910
4129,50,1244
4130,52,968
4131,52,1438
4132,52,896
4133,52,892
4134,50,818
4135,54,972
4136,52,958
4137,56,1090
4138,54,986
4139,52,992
4140,50,1072
4141,54,896
4142,52,920
4143,50,972
4144,54,912
4145,52,898
4146,50,1000
4147,56,924
4148,54,826
4149,52,1002
4150,54,914
4151,54,960
4152,54,998
4153,52,912
4154,58,980
4155,54,990
4156,52,916
4157,50,978
4158,54,906
4159,54,1116
4160,52,974
4161,54,814
4162,52,964
4163,54,980
4164,50,978
4165,52,902
4166,54,1010
4167,54,824
4168,52,1296
4169,54,826
4170,50,976
4171,52,922
4172,52,848
4173,52,968
4174,52,1022
4175,52,894
4176,52,986
4177,54,916
4178,54,920
4179,50,922
4180,52,1446
4181,54,1074
4182,52,984
4183,54,1058
4184,52,836
4185,58,922
4186,52,982
4187,56,964
4188,50,974
4189,52,1072
4190,54,1064
4191,54,892
4192,50,908
4193,52,878
4194,54,900
4195,52,948
4196,52,976
4197,52,980
4198,50,1200
4199,52,1168
4200,52,978
4201,50,808
4202,52,914
4203,56,908
4204,58,898
4205,52,894
4206,50,1064
4207,54,894
4208,52,952
4209,52,996
4210,52,988
4211,52,1024
4212,54,902
4213,54,988
4214,52,968
4215,54,994
4216,52,1080
4217,54,1424
4218,52,1046
4219,52,984
4220,52,906
4221,56,1294
4222,50,914
4223,50,932
4224,52,916
4225,52,916
4226,52,1080
4227,52,830
4228,52,906
4229,52,922
4230,54,820
4231,52,754
4232,54,990
4233,54,916
4234,52,1076
4235,52,910
4236,54,966
4237,52,980
4238,52,958
4239,50,970
4240,50,980
4241,52,1494
4242,50,816
4243,52,838
4244,52,982
4245,54,968
4246,52,900
4247,52,1360
4248,52,914
4249,50,824
4250,52,824
4251,56,880
4252,52,1068
4253,52,968
4254,52,982
4255,52,988
4256,50,904
4257,58,980
4258,54,972
4259,52,926
4260,52,914
4261,52,970
4262,50,1182
4263,50,896
4264,52,818
4265,50,982
4266,52,906
4267,50,982
4268,52,974
4269,52,886
4270,54,912
4271,54,1072
4272,52,904
4273,52,918
4274,54,904
4275,52,994
4276,52,908
4277,54,980
4278,54,906
4279,52,972
4280,50,926
4281,52,1074
4282,54,982
4283,52,900
4284,54,986
4285,52,882
4286,50,1010
4287,54,980
4288,52,912
4289,56,974
4290,54,1160
4291,50,902
4292,52,808
4293,52,892
4294,52,900
4295,50,904
4296,52,914
4297,56,984
4298,52,912
4299,52,914
4300,52,906
4301,54,1428
4302,54,1022
4303,54,888
4304,54,966
4305,54,838
4306,58,906
4307,50,986
4308,52,896
4309,52,974
4310,52,906
4311,52,1162
4312,52,798
4313,52,916
4314,52,1494
4315,54,880
4316,56,916
4317,54,1036
4318,56,992
4319,52,980
4320,50,974
4321,50,954
4322,50,1082
4323,56,974
4324,52,896
4325,52,996
4326,54,990
4327,56,1094
4328,52,1036
4329,54,902
4330,54,866
4331,52,914
4332,52,886
4333,52,900
4334,54,1080
4335,56,922
4336,52,968
4337,52,1068
4338,52,914
4339,50,840
4340,52,904
4341,50,908
4342,52,1202
4343,54,1140
4344,50,974
4345,54,978
4346,52,1066
4347,56,1298
4348,50,1072
4349,52,992
4350,50,1058
4351,50,912
4352,50,970
4353,52,880
4354,52,968
4355,54,1016
4356,52,856
4357,52,892
4358,56,988
4359,54,924
4360,50,972
4361,52,986
4362,50,968
4363,50,974
4364,54,982
4365,52,990
4366,52,1198
4367,54,990
4368,52,1078
4369,52,990
4370,54,1008
4371,50,1072
4372,50,1512
4373,52,838
4374,50,998
4375,52,900
4376,52,988
4377,50,1020
4378,54,920
4379,50,844
4380,56,900
4381,54,906
4382,56,884
4383,56,1082
4384,54,922
4385,52,990
4386,56,886
4387,50,810
4388,54,1118
4389,50,976
4390,50,986
4391,52,988
4392,52,1114
4393,52,906
4394,54,892
4395,56,902
4396,52,822
4397,56,830
4398,52,796
4399,52,892
4400,54,720
4401,54,992
4402,52,1200
4403,56,638
4404,52,730
4405,52,740
4406,50,742
4407,54,748
4408,50,842
4409,54,744
4410,52,738
4411,50,726
4412,52,806
4413,58,742
4414,56,744
4415,54,812
4416,52,748
4417,56,738
4418,52,826
4419,50,660
4420,52,738
4421,52,746
4422,54,808
4423,52,818
4424,50,804
4425,54,820
4426,54,1518
4427,54,914
4428,54,900
4429,52,906
4430,54,828
4431,50,894
4432,52,974
4433,54,914
4434,54,926
4435,54,916
4436,52,988
4437,50,908
4438,50,966
4439,50,912
4440,54,926
4441,50,920
4442,52,902
4443,52,980
4444,52,878
4445,50,806
4446,54,982
4447,50,1576
4448,54,978
4449,56,866
4450,54,1014
4451,54,966
4452,52,1366
4453,50,910
4454,52,850
4455,54,902
4456,52,978
4457,52,888
4458,50,820
4459,52,986
4460,50,882
4461,52,980
4462,50,884
4463,58,904
4464,54,908
4465,50,900
4466,50,1084
4467,52,820
4468,50,1166
4469,54,1182
4470,52,916
4471,50,828
4472,52,978
4473,54,980
4474,50,836
4475,52,900
4476,52,996
4477,52,896
4478,54,944
4479,52,1146
4480,48,966
4481,52,1242
4482,54,744
4483,52,848
4484,52,812
4485,56,814
4486,52,812
4487,50,810
4488,52,746
4489,56,818
4490,50,738
4491,52,806
4492,52,1486
4493,54,1330
4494,52,812
4495,50,982
4496,56,986
4497,54,944
4498,50,970
4499,52,898
4500,50,604
4501,52,804
4502,52,970
4503,52,1052
4504,52,888
4505,54,988
4506,54,990
4507,50,908
4508,52,820
4509,52,916
4510,50,890
4511,52,900
4512,50,900
4513,52,906
4514,52,880
4515,50,988
4516,52,1184
4517,52,1176
4518,52,964
4519,52,836
4520,54,910
4521,50,972
4522,52,898
4523,52,1272
4524,52,908
4525,54,966
4526,54,892
4527,54,976
4528,52,992
4529,56,1086
4530,52,980
4531,52,1252
4532,50,918
4533,54,920
4534,50,986
4535,52,896
4536,54,812
4537,52,900
4538,52,1248
4539,54,930
4540,50,1000
4541,52,912
4542,50,900
4543,52,812
4544,52,814
4545,52,1460
4546,52,1414
4547,50,1436
4548,52,968
4549,54,916
4550,52,1096
4551,50,1086
4552,52,914
4553,54,912
4554,50,1058
4555,52,982
4556,52,972
4557,52,886
4558,50,1094
4559,52,896
4560,52,1416
4561,52,944
4562,52,904
4563,50,910
4564,56,988
4565,52,744
4566,52,896
4567,52,966
4568,52,980
4569,50,1068
4570,52,988
4571,52,906
4572,54,904
4573,50,964
4574,54,914
4575,54,1064
4576,50,970
4577,52,980
4578,54,900
4579,52,876
4580,52,888
4581,52,986
4582,52,868
4583,50,912
4584,48,898
4585,48,962
4586,52,942
4587,52,880
4588,54,1504
4589,52,914
4590,54,900
4591,52,1074
4592,50,978
4593,50,976
4594,54,1028
4595,52,964
4596,52,980
4597,52,922
4598,50,908
4599,54,920
4600,52,1056
4601,54,980
4602,54,904
4603,52,908
4604,50,904
4605,54,1032
4606,56,922
4607,54,968
4608,52,970
4609,54,970
4610,56,964
4611,52,1096
4612,52,916
4613,52,902
4614,54,1188
4615,52,1436
4616,52,960
4617,52,898
4618,56,966
4619,54,906
4620,56,908
4621,52,896
4622,52,986
4623,52,906
4624,52,912
4625,52,972
4626,54,976
4627,52,992
4628,54,904
4629,50,914
4630,52,882
4631,50,912
4632,50,900
4633,52,818
4634,52,1196
4635,50,908
4636,50,980
4637,48,970
4638,60,1072
4639,56,912
4640,52,908
4641,52,896
4642,56,974
4643,52,894
4644,58,1294
4645,54,908
4646,52,992
4647,52,1306
4648,52,1150
4649,54,840
4650,54,980
4651,56,974
4652,54,884
4653,52,976
4654,50,828
4655,50,902
4656,50,992
4657,52,818
4658,50,1096
4659,50,904
4660,54,914
4661,54,880
4662,50,914
4663,52,918
4664,52,916
4665,50,876
4666,52,924
4667,54,910
4668,52,958
4669,54,906
4670,52,976
4671,52,1176
4672,52,962
4673,52,970
4674,56,1110
4675,54,1018
4676,54,902
4677,54,1148
4678,56,976
4679,50,812
4680,54,980
4681,52,1056
4682,50,986
4683,54,842
4684,52,904
4685,52,996
4686,52,874
4687,54,986
4688,50,902
4689,48,934
4690,52,1080
4691,50,972
4692,52,1206
4693,54,1092
4694,54,1012
4695,50,1030
4696,52,920
4697,52,908
4698,52,1228
4699,50,1210
4700,52,900
4701,56,1000
4702,52,978
4703,52,1066
4704,54,1004
4705,54,1106
4706,56,902
4707,52,1016
4708,54,1034
4709,56,906
4710,54,990
4711,52,982
4712,54,982
4713,56,980
4714,50,1412
4715,52,948
4716,50,984
4717,52,972
4718,50,930
4719,50,968
4720,52,880
4721,52,904
4722,50,912
4723,54,1290
4724,52,922
4725,52,988
4726,50,988
4727,52,902
4728,54,992
4729,54,912
4730,54,1094
4731,52,978
4732,50,960
4733,54,1268
4734,54,1068
4735,50,990
4736,52,920
4737,52,1178
4738,54,1262
4739,52,982
4740,54,1046
4741,52,1026
4742,52,966
4743,54,916
4744,52,988
4745,54,1060
4746,54,1000
4747,52,820
4748,54,912
4749,52,752
4750,54,906
4751,52,1168
4752,52,974
4753,52,982
4754,50,1022
4755,54,984
4756,54,1076
4757,56,1012
4758,52,840
4759,52,1418
4760,52,976
4761,54,900
4762,52,986
4763,56,980
4764,52,914
4765,50,906
4766,50,1074
4767,50,882
4768,54,940
4769,52,1120
4770,52,978
4771,54,986
4772,50,842
4773,54,906
4774,52,830
4775,50,822
4776,54,748
4777,52,812
4778,52,812
4779,50,736
4780,56,744
4781,56,808
4782,52,732
4783,56,1534
4784,50,966
4785,52,968
4786,52,986
4787,54,898
4788,50,966
4789,52,650
4790,50,794
4791,50,1520
4792,52,1498
4793,52,1544
4794,52,904
4795,56,908
4796,56,884
4797,50,886
4798,54,894
4799,54,1090
4800,54,814
4801,54,910
4802,52,1090
4803,50,1076
4804,56,814
4805,48,990
4806,50,974
4807,52,916
4808,54,990
4809,52,1032
4810,52,1002
4811,52,984
4812,52,900
4813,50,900
4814,50,912
4815,54,980
4816,52,918
4817,50,970
4818,52,910
4819,54,1108
4820,50,896
4821,54,904
4822,52,990
4823,50,898
4824,50,11718
4825,52,908
4826,54,1092
4827,52,922
4828,54,908
4829,56,918
4830,52,902
4831,54,1414
4832,52,1132
4833,50,896
4834,52,992
4835,50,990
4836,50,978
4837,54,1092
4838,52,906
4839,54,928
4840,56,980
4841,54,1000
4842,52,994
4843,54,850
4844,50,1102
4845,52,912
4846,54,990
4847,56,972
4848,50,1084
4849,52,1096
4850,54,744
4851,52,736
4852,54,812
4853,54,748
4854,52,896
4855,52,808
4856,50,744
4857,52,922
4858,54,818
4859,56,818
4860,52,1224
4861,56,912
4862,52,908
4863,48,954
4864,50,984
4865,52,1254
4866,50,982
4867,50,892
4868,50,912
4869,54,972
4870,52,916
4871,52,982
4872,54,912
4873,50,1026
4874,54,976
4875,52,836
4876,52,1088
4877,50,904
4878,56,808
4879,54,1096
4880,52,980
4881,52,992
4882,52,920
4883,52,986
4884,52,1472
4885,54,884
4886,54,750
4887,54,800
4888,50,894
4889,52,918
4890,54,914
4891,52,900
4892,52,1058
4893,54,916
4894,54,976
4895,52,832
4896,52,906
4897,50,906
4898,52,966
4899,52,944
4900,56,880
4901,54,978
4902,52,978
4903,52,974
4904,50,686
4905,52,1018
4906,54,1614
4907,50,1098
4908,54,904
4909,52,1056
4910,54,904
4911,52,1084
4912,50,902
4913,50,918
4914,52,902
4915,54,752
4916,52,994
4917,56,932
4918,52,986
4919,52,878
4920,52,880
4921,52,988
4922,56,982
4923,52,974
4924,50,994
4925,52,898
4926,52,754
4927,52,1818
4928,52,988
4929,50,974
4930,52,968
4931,52,820
4932,50,828
4933,54,902
4934,52,972
4935,52,1376
4936,54,980
4937,56,990
4938,54,834
4939,54,912
4940,52,884
4941,50,896
4942,52,970
4943,54,984
4944,52,980
4945,52,944
4946,58,966
4947,54,748
4948,52,640
4949,54,716
4950,52,820
4951,52,1210
4952,56,990
4953,56,1140
4954,50,880
4955,50,906
4956,56,908
4957,50,978
4958,52,818
4959,50,896
4960,50,910
4961,52,1212
4962,52,982
4963,54,970
4964,54,1052
4965,56,1054
4966,50,972
4967,50,984
4968,54,834
4969,56,1066
4970,54,996
4971,52,906
4972,52,1920
4973,56,980
4974,50,914
4975,54,1010
4976,50,976
4977,56,900
4978,50,1062
4979,54,1360
4980,52,980
4981,56,870
4982,50,810
4983,52,910
4984,54,966
4985,56,920
4986,52,984
4987,52,890
4988,56,980
4989,54,972
4990,50,904
4991,54,928
4992,54,814
4993,46,892
4994,54,976
4995,54,880
4996,50,1264
4997,54,902
4998,54,986
4999,54,1108
